Fecha;Representante;CódigoProducto;Unidades
24/12/14;Andrés Ramos Silva;B01LQV1YHO;3
24/12/14;Ana Paula Sánchez Vargas;B01KBH547A;4
24/12/14;Alejandro Ortega Salinas;B01LQV1YHO;3
24/12/14;Sofía Castro Valdez;B00K15Q2B0;3
24/12/14;Lucía Pérez Guerra;B018IZ0SWI;3
24/12/14;Sebastián Salazar Peña;B01EYT1URO;3
24/12/14;Carolina Espinoza Ramírez;B01DZJFWNC;2
24/12/14;Manuel Rojas Cárdenas;B018IZ0SWI;2
24/12/14;Gabriela Navarro Gómez;B00K15Q2B0;2
24/12/14;Andrés Soto Paredes;B016381QZA;2
24/12/14;Víctor García Soto;B00F3J4B5S;2
24/12/14;Camila Paredes Delgado;B00NQGP42Y;1
24/12/14;Valeria Tapia Castro;B01KBH547A;2
24/12/14;Eduardo Morales Sánchez;B00K15Q2B0;2
24/12/14;María Fernández Vásquez;B01LQV1YHO;2
24/12/14;Jorge Huamán Flores;B01EYT1URO;1
24/12/14;Daniela Chávez Paredes;B00F3J4B5S;2
24/12/14;José López Ramírez;B00K15Q2B0;1
24/12/14;Ana María Vargas Vega;B015YCRYZM;1
24/12/14;Carlos Rivera Castro;B00K15Q2B0;1
24/12/14;Brenda Torres Sánchez;B01EYT1URO;15
24/12/14;Luis González López;B01KBH547A;3
24/12/14;Patricia Medina Vargas;B016381QZA;3
24/12/14;Miguel García Huamán;B00K15Q2B0;2
25/12/14;Adriana Rodríguez Silva;B00K15Q2B0;1
25/12/14;Juan Pérez Torres;B01KBH547A;1
25/12/14;Sofía Castro Salinas;B00K15Q2B0;2
25/12/14;Diego Morales López;B00K15Q2B0;1
25/12/14;Mariana Rojas Medina;B01DZJFWNC;2
25/12/14;Alejandro Soto Vásquez;B00NQGP42Y;2
25/12/14;Valentina Vega Ruiz;B00K15Q2B0;3
25/12/14;Andrés Gómez Paredes;B015YCRYZM;2
25/12/14;Gabriela Huamán Castro;B00NQGP42Y;1
25/12/14;Eduardo Torres López;B016B7INC2;1
25/12/14;Carla Medina Vargas;B01KBH547A;1
25/12/14;Ricardo García Huerta;B01LQV1YHO;2
25/12/14;Laura Chávez Castro;B00F3J4B5S;2
25/12/14;Carlos González Ruiz;B016B7INC2;2
25/12/14;Silvia Castro López;B00K15Q2B0;3
25/12/14;Juan Carlos Rodríguez Medina;B00K15Q2B0;3
25/12/14;Luisa Fernández Vargas;B01LQV1YHO;2
25/12/14;José Morales Huamán;B016381QZA;3
25/12/14;Ana Paula Rojas Torres;B018IZ0SWI;1
25/12/14;Miguel Ángel Vega López;B00K15Q2B0;2
25/12/14;Carla García Castro;B00F3J4B5S;2
25/12/14;Eduardo Castro Ruiz;B00K15Q2B0;2
25/12/14;Gabriela Ramírez Vargas;B018IZ0SWI;3
25/12/14;Ricardo Gómez Medina;B016381QZA;2
25/12/14;Laura Flores Salazar;B00K15Q2B0;1
25/12/14;Juan Carlos Rodríguez Delgado;B00K15Q2B0;2
25/12/14;Luisa García Vásquez;B00F3J4B5S;3
25/12/14;Ana María Castro Salinas;B00F3J4B5S;19
25/12/14;Ana María Castro Chávez;B00K15Q2B0;4
25/12/14;Laura Flores Guzmán;B01KBH547A;2
25/12/14;Carlos González Medina;B01DZJFWNC;2
25/12/14;Miguel Ángel Vega Torres;B00NQGP42Y;2
25/12/14;Rafaela Cáceres Castro;B018IZ0SWI;2
25/12/14;Carla Fernández Mendoza;B015YCRYZM;2
25/12/14;Adrián Vega Ruiz;B00J0O5J4Y;3
25/12/14;Diego Morales Castro;B00NQGP42Y;3
25/12/14;Ricardo Gómez Vargas;B00F3J4B5S;3
25/12/14;Luisa García López;B00F3J4B5S;3
25/12/14;Juan Carlos Rodríguez Huamán;B01DZJFWNC;1
25/12/14;Ana María Castro Chávez;B00K15Q2B0;3
25/12/14;Miguel Ángel Vega Torres;B00K15Q2B0;2
25/12/14;Carla Fernández Mendoza;B018IZ0SWI;3
25/12/14;Ricardo Gómez Vargas;B00NQGP42Y;3
25/12/14;Silvia Ramírez Rivera;B01LQV1YHO;3
25/12/14;Diego Morales Castro;B00J0O5J4Y;2
25/12/14;Gabriela Rojas Huerta;B01LQV1YHO;1
25/12/14;Eduardo Cáceres Salazar;B016381QZA;3
25/12/14;Verónica Quispe Rodríguez;B01KBH547A;3
25/12/14;Carlos González Medina;B01EYT1URO;1
25/12/14;Laura Flores Guzmán;B01KBH547A;3
25/12/14;Julio Vargas López;B018IZ0SWI;14
25/12/14;Valentina Torres Vega;B01EYT1URO;3
25/12/14;Andrés Ramos Silva;B00K15Q2B0;3
25/12/14;Mariana Ruiz Cruz;B00J0O5J4Y;19
25/12/14;Luis Torres Medina;B018IZ0SWI;1
25/12/14;Ana Paula Sánchez Vargas;B00NQGP42Y;2
25/12/14;Rafaela Cáceres Castro;B00K15Q2B0;2
25/12/14;Alejandro Ortega Salinas;B00K15Q2B0;2
25/12/14;Camila Paredes Delgado;B00F3J4B5S;2
26/12/14;Víctor García Soto;B018IZ0SWI;2
26/12/14;Sofía Castro Valdez;B01LQV1YHO;1
26/12/14;Adrián Vega Ruiz;B018IZ0SWI;1
26/12/14;Lucía Pérez Guerra;B018IZ0SWI;3
26/12/14;Sebastián Salazar Peña;B01EYT1URO;3
26/12/14;Carolina Espinoza Ramírez;B00K15Q2B0;19
26/12/14;Manuel Rojas Cárdenas;B01KBH547A;2
26/12/14;Gabriela Navarro Gómez;B00J0O5J4Y;2
26/12/14;Andrés Soto Paredes;B016381QZA;4
26/12/14;Valeria Tapia Castro;B018IZ0SWI;2
26/12/14;Eduardo Morales Sánchez;B00K15Q2B0;3
26/12/14;María Fernández Vásquez;B015YCRYZM;3
26/12/14;Jorge Huamán Flores;B016381QZA;3
26/12/14;Daniela Chávez Paredes;B00F3J4B5S;2
26/12/14;José López Ramírez;B018IZ0SWI;9
26/12/14;Ana María Vargas Vega;B00F3J4B5S;1
26/12/14;Carlos Rivera Castro;B01LQV1YHO;2
26/12/14;Brenda Torres Sánchez;B00F3J4B5S;18
26/12/14;Luis González López;B01DZJFWNC;1
26/12/14;Patricia Medina Vargas;B01LQV1YHO;3
26/12/14;Miguel García Huamán;B01KBH547A;2
26/12/14;Adriana Rodríguez Silva;B01LQV1YHO;18
26/12/14;Juan Pérez Torres;B01DZJFWNC;11
26/12/14;Sofía Castro Salinas;B01KBH547A;16
26/12/14;Diego Morales López;B018IZ0SWI;3
26/12/14;Mariana Rojas Medina;B00F3J4B5S;4
26/12/14;Alejandro Soto Vásquez;B018IZ0SWI;23
26/12/14;Valentina Vega Ruiz;B00F3J4B5S;1
26/12/14;Andrés Gómez Paredes;B016B7INC2;2
26/12/14;Gabriela Huamán Castro;B01KBH547A;2
26/12/14;Eduardo Torres López;B015YCRYZM;2
26/12/14;Carla Medina Vargas;B00NQGP42Y;1
26/12/14;Ricardo García Huerta;B018IZ0SWI;1
26/12/14;Laura Chávez Castro;B00K15Q2B0;4
26/12/14;Carlos González Ruiz;B015YCRYZM;2
26/12/14;Silvia Castro López;B016B7INC2;2
26/12/14;Juan Carlos Rodríguez Medina;B018IZ0SWI;1
26/12/14;Luisa Fernández Vargas;B018IZ0SWI;3
26/12/14;José Morales Huamán;B01EYT1URO;2
26/12/14;Ana Paula Rojas Torres;B01EYT1URO;23
26/12/14;Miguel Ángel Vega López;B00NQGP42Y;2
26/12/14;Carla García Castro;B01KBH547A;3
26/12/14;Eduardo Castro Ruiz;B01KBH547A;4
26/12/14;Gabriela Ramírez Vargas;B00NQGP42Y;2
26/12/14;Ricardo Gómez Medina;B00K15Q2B0;2
26/12/14;Laura Flores Salazar;B015YCRYZM;2
26/12/14;Juan Carlos Rodríguez Delgado;B01KBH547A;16
26/12/14;Luisa García Vásquez;B00NQGP42Y;2
26/12/14;Ana María Castro Salinas;B01LQV1YHO;3
26/12/14;Ana María Castro Chávez;B018IZ0SWI;11
26/12/14;Laura Flores Guzmán;B00J0O5J4Y;4
26/12/14;Carlos González Medina;B00F3J4B5S;2
26/12/14;Miguel Ángel Vega Torres;B016381QZA;3
26/12/14;Rafaela Cáceres Castro;B00K15Q2B0;2
26/12/14;Carla Fernández Mendoza;B018IZ0SWI;1
26/12/14;Adrián Vega Ruiz;B018IZ0SWI;3
26/12/14;Diego Morales Castro;B00NQGP42Y;3
26/12/14;Ricardo Gómez Vargas;B018IZ0SWI;3
27/12/14;Silvia Ramírez Rivera;B018IZ0SWI;2
27/12/14;Eduardo Cáceres Salazar;B01KBH547A;1
27/12/14;Juan Carlos Rodríguez Huamán;B018IZ0SWI;2
27/12/14;Gabriela Rojas Huerta;B00F3J4B5S;2
27/12/14;Verónica Quispe Rodríguez;B018IZ0SWI;1
27/12/14;Julio Vargas López;B01KBH547A;1
27/12/14;Valentina Torres Vega;B01KBH547A;1
27/12/14;Mariana Ruiz Cruz;B01DZJFWNC;2
27/12/14;Luis Torres Medina;B01KBH547A;23
27/12/14;Andrés Ramos Silva;B01DZJFWNC;2
27/12/14;Ana Paula Sánchez Vargas;B01KBH547A;2
27/12/14;Alejandro Ortega Salinas;B01KBH547A;1
27/12/14;Sofía Castro Valdez;B00K15Q2B0;3
27/12/14;Lucía Pérez Guerra;B00F3J4B5S;2
27/12/14;Sebastián Salazar Peña;B00F3J4B5S;1
27/12/14;Carolina Espinoza Ramírez;B00NQGP42Y;2
27/12/14;Manuel Rojas Cárdenas;B015YCRYZM;2
27/12/14;Gabriela Navarro Gómez;B00NQGP42Y;3
27/12/14;Andrés Soto Paredes;B00F3J4B5S;2
27/12/14;Víctor García Soto;B01EYT1URO;3
27/12/14;Camila Paredes Delgado;B00F3J4B5S;3
27/12/14;Valeria Tapia Castro;B015YCRYZM;1
27/12/14;Eduardo Morales Sánchez;B01KBH547A;2
27/12/14;María Fernández Vásquez;B00F3J4B5S;2
27/12/14;Jorge Huamán Flores;B01DZJFWNC;1
27/12/14;Daniela Chávez Paredes;B015YCRYZM;1
27/12/14;José López Ramírez;B01DZJFWNC;16
27/12/14;Ana María Vargas Vega;B016B7INC2;3
27/12/14;Carlos Rivera Castro;B01DZJFWNC;2
27/12/14;Brenda Torres Sánchez;B01DZJFWNC;2
27/12/14;Luis González López;B00NQGP42Y;24
27/12/14;Patricia Medina Vargas;B01KBH547A;3
27/12/14;Miguel García Huamán;B016381QZA;2
27/12/14;Adriana Rodríguez Silva;B016381QZA;3
27/12/14;Juan Pérez Torres;B00NQGP42Y;24
27/12/14;Sofía Castro Salinas;B01KBH547A;2
27/12/14;Diego Morales López;B00NQGP42Y;2
27/12/14;Mariana Rojas Medina;B016381QZA;2
27/12/14;Alejandro Soto Vásquez;B016B7INC2;2
27/12/14;Valentina Vega Ruiz;B00F3J4B5S;3
27/12/14;Andrés Gómez Paredes;B018IZ0SWI;3
27/12/14;Gabriela Huamán Castro;B016381QZA;2
27/12/14;Eduardo Torres López;B01DZJFWNC;3
27/12/14;Carla Medina Vargas;B018IZ0SWI;3
27/12/14;Ricardo García Huerta;B00K15Q2B0;1
27/12/14;Laura Chávez Castro;B00NQGP42Y;3
27/12/14;Carlos González Ruiz;B016381QZA;2
27/12/14;Silvia Castro López;B00F3J4B5S;3
27/12/14;Juan Carlos Rodríguez Medina;B01KBH547A;2
27/12/14;Luisa Fernández Vargas;B00F3J4B5S;3
27/12/14;José Morales Huamán;B016381QZA;19
27/12/14;Ana Paula Rojas Torres;B01DZJFWNC;1
27/12/14;Miguel Ángel Vega López;B00F3J4B5S;2
27/12/14;Carla García Castro;B00F3J4B5S;3
27/12/14;Eduardo Castro Ruiz;B00K15Q2B0;3
27/12/14;Gabriela Ramírez Vargas;B01KBH547A;1
27/12/14;Ricardo Gómez Medina;B018IZ0SWI;9
27/12/14;Laura Flores Salazar;B016381QZA;2
27/12/14;Juan Carlos Rodríguez Delgado;B01DZJFWNC;1
27/12/14;Luisa García Vásquez;B01KBH547A;6
27/12/14;Ana María Castro Salinas;B01LQV1YHO;2
27/12/14;Ana María Castro Chávez;B01EYT1URO;3
27/12/14;Laura Flores Guzmán;B00K15Q2B0;2
28/12/14;Carlos González Medina;B016B7INC2;1
28/12/14;Miguel Ángel Vega Torres;B01LQV1YHO;3
28/12/14;Rafaela Cáceres Castro;B00NQGP42Y;1
28/12/14;Carla Fernández Mendoza;B01KBH547A;2
28/12/14;Adrián Vega Ruiz;B018IZ0SWI;2
28/12/14;Diego Morales Castro;B00F3J4B5S;1
28/12/14;Ricardo Gómez Vargas;B00F3J4B5S;2
28/12/14;Silvia Ramírez Rivera;B00F3J4B5S;1
28/12/14;Eduardo Cáceres Salazar;B00F3J4B5S;1
28/12/14;Juan Carlos Rodríguez Huamán;B00NQGP42Y;5
28/12/14;Gabriela Rojas Huerta;B016381QZA;2
28/12/14;Verónica Quispe Rodríguez;B01KBH547A;2
28/12/14;Julio Vargas López;B015YCRYZM;3
28/12/14;Valentina Torres Vega;B00NQGP42Y;4
28/12/14;Mariana Ruiz Cruz;B01KBH547A;3
28/12/14;Luis Torres Medina;B01KBH547A;2
28/12/14;Andrés Ramos Silva;B01KBH547A;3
28/12/14;Ana Paula Sánchez Vargas;B00NQGP42Y;3
28/12/14;Alejandro Ortega Salinas;B01KBH547A;2
28/12/14;Sofía Castro Valdez;B00J0O5J4Y;3
28/12/14;Lucía Pérez Guerra;B01KBH547A;3
28/12/14;Sebastián Salazar Peña;B01DZJFWNC;11
28/12/14;Carolina Espinoza Ramírez;B01KBH547A;3
28/12/14;Manuel Rojas Cárdenas;B01KBH547A;3
28/12/14;Gabriela Navarro Gómez;B01KBH547A;3
28/12/14;Andrés Soto Paredes;B00F3J4B5S;2
28/12/14;Víctor García Soto;B00J0O5J4Y;3
28/12/14;Camila Paredes Delgado;B00NQGP42Y;1
28/12/14;Valeria Tapia Castro;B00F3J4B5S;2
28/12/14;Eduardo Morales Sánchez;B01KBH547A;25
28/12/14;María Fernández Vásquez;B018IZ0SWI;1
28/12/14;Jorge Huamán Flores;B018IZ0SWI;2
28/12/14;Daniela Chávez Paredes;B00F3J4B5S;3
28/12/14;José López Ramírez;B01KBH547A;19
28/12/14;Ana María Vargas Vega;B018IZ0SWI;2
28/12/14;Carlos Rivera Castro;B00J0O5J4Y;1
28/12/14;Brenda Torres Sánchez;B018IZ0SWI;23
28/12/14;Luis González López;B00F3J4B5S;3
28/12/14;Patricia Medina Vargas;B00NQGP42Y;3
28/12/14;Miguel García Huamán;B00F3J4B5S;2
28/12/14;Adriana Rodríguez Silva;B01KBH547A;3
28/12/14;Juan Pérez Torres;B01DZJFWNC;2
28/12/14;Sofía Castro Salinas;B016381QZA;17
28/12/14;Diego Morales López;B018IZ0SWI;2
28/12/14;Mariana Rojas Medina;B01EYT1URO;24
28/12/14;Alejandro Soto Vásquez;B015YCRYZM;1
28/12/14;Valentina Vega Ruiz;B00K15Q2B0;1
28/12/14;Andrés Gómez Paredes;B00K15Q2B0;3
28/12/14;Gabriela Huamán Castro;B00J0O5J4Y;3
28/12/14;Eduardo Torres López;B00K15Q2B0;4
28/12/14;Carla Medina Vargas;B00F3J4B5S;1
28/12/14;Ricardo García Huerta;B018IZ0SWI;2
28/12/14;Laura Chávez Castro;B01DZJFWNC;3
28/12/14;Carlos González Ruiz;B018IZ0SWI;1
28/12/14;Silvia Castro López;B01EYT1URO;2
28/12/14;Juan Carlos Rodríguez Medina;B00F3J4B5S;1
28/12/14;Luisa Fernández Vargas;B01DZJFWNC;3
28/12/14;José Morales Huamán;B00F3J4B5S;1
28/12/14;Ana Paula Rojas Torres;B018IZ0SWI;3
28/12/14;Miguel Ángel Vega López;B01KBH547A;2
28/12/14;Carla García Castro;B01LQV1YHO;2
28/12/14;Eduardo Castro Ruiz;B00K15Q2B0;2
28/12/14;Gabriela Ramírez Vargas;B01EYT1URO;3
28/12/14;Ricardo Gómez Medina;B00F3J4B5S;3
28/12/14;Laura Flores Salazar;B00NQGP42Y;1
28/12/14;Juan Carlos Rodríguez Delgado;B018IZ0SWI;2
28/12/14;Luisa García Vásquez;B00F3J4B5S;1
28/12/14;Ana María Castro Salinas;B00F3J4B5S;3
29/12/14;Ana María Castro Chávez;B016B7INC2;3
29/12/14;Laura Flores Guzmán;B01KBH547A;1
29/12/14;Carlos González Medina;B018IZ0SWI;1
29/12/14;Miguel Ángel Vega Torres;B01DZJFWNC;4
29/12/14;Rafaela Cáceres Castro;B01KBH547A;2
29/12/14;Carla Fernández Mendoza;B00K15Q2B0;2
29/12/14;Adrián Vega Ruiz;B016381QZA;2
29/12/14;Diego Morales Castro;B00NQGP42Y;2
29/12/14;Ricardo Gómez Vargas;B016B7INC2;7
29/12/14;Silvia Ramírez Rivera;B018IZ0SWI;2
29/12/14;Eduardo Cáceres Salazar;B00K15Q2B0;2
29/12/14;Juan Carlos Rodríguez Huamán;B00NQGP42Y;2
29/12/14;Gabriela Rojas Huerta;B01KBH547A;3
29/12/14;Verónica Quispe Rodríguez;B018IZ0SWI;2
29/12/14;Julio Vargas López;B018IZ0SWI;3
29/12/14;Valentina Torres Vega;B00NQGP42Y;1
29/12/14;Mariana Ruiz Cruz;B01KBH547A;2
29/12/14;Luis Torres Medina;B00NQGP42Y;9
29/12/14;Andrés Ramos Silva;B018IZ0SWI;3
29/12/14;Ana Paula Sánchez Vargas;B00F3J4B5S;2
29/12/14;Alejandro Ortega Salinas;B015YCRYZM;2
29/12/14;Sofía Castro Valdez;B01KBH547A;2
29/12/14;Lucía Pérez Guerra;B01EYT1URO;3
29/12/14;Sebastián Salazar Peña;B00F3J4B5S;3
29/12/14;Carolina Espinoza Ramírez;B00F3J4B5S;3
29/12/14;Manuel Rojas Cárdenas;B01LQV1YHO;2
29/12/14;Gabriela Navarro Gómez;B00K15Q2B0;4
29/12/14;Andrés Soto Paredes;B01LQV1YHO;3
29/12/14;Víctor García Soto;B015YCRYZM;3
29/12/14;Camila Paredes Delgado;B016381QZA;3
29/12/14;Valeria Tapia Castro;B01DZJFWNC;3
29/12/14;Eduardo Morales Sánchez;B01LQV1YHO;3
29/12/14;María Fernández Vásquez;B01KBH547A;3
29/12/14;Jorge Huamán Flores;B00K15Q2B0;4
29/12/14;Daniela Chávez Paredes;B00K15Q2B0;3
29/12/14;José López Ramírez;B01EYT1URO;2
29/12/14;Ana María Vargas Vega;B01KBH547A;1
29/12/14;Carlos Rivera Castro;B01KBH547A;3
29/12/14;Brenda Torres Sánchez;B01DZJFWNC;3
29/12/14;Luis González López;B00K15Q2B0;1
29/12/14;Patricia Medina Vargas;B018IZ0SWI;24
29/12/14;Miguel García Huamán;B00NQGP42Y;6
29/12/14;Adriana Rodríguez Silva;B015YCRYZM;2
29/12/14;Juan Pérez Torres;B01LQV1YHO;5
29/12/14;Sofía Castro Salinas;B01LQV1YHO;1
29/12/14;Diego Morales López;B00K15Q2B0;2
29/12/14;Mariana Rojas Medina;B00J0O5J4Y;2
29/12/14;Alejandro Soto Vásquez;B018IZ0SWI;2
29/12/14;Valentina Vega Ruiz;B00F3J4B5S;1
29/12/14;Andrés Gómez Paredes;B016381QZA;1
29/12/14;Gabriela Huamán Castro;B015YCRYZM;3
29/12/14;Eduardo Torres López;B00K15Q2B0;4
29/12/14;Carla Medina Vargas;B015YCRYZM;4
29/12/14;Ricardo García Huerta;B00NQGP42Y;2
29/12/14;Laura Chávez Castro;B016381QZA;4
29/12/14;Carlos González Ruiz;B00K15Q2B0;2
29/12/14;Silvia Castro López;B01DZJFWNC;1
29/12/14;Juan Carlos Rodríguez Medina;B01DZJFWNC;3
29/12/14;Luisa Fernández Vargas;B01DZJFWNC;1
29/12/14;José Morales Huamán;B01LQV1YHO;8
29/12/14;Ana Paula Rojas Torres;B00J0O5J4Y;2
29/12/14;Miguel Ángel Vega López;B01DZJFWNC;19
29/12/14;Carla García Castro;B018IZ0SWI;1
30/12/14;Eduardo Castro Ruiz;B00K15Q2B0;2
30/12/14;Gabriela Ramírez Vargas;B01KBH547A;3
30/12/14;Ricardo Gómez Medina;B016B7INC2;2
30/12/14;Laura Flores Salazar;B01LQV1YHO;1
30/12/14;Juan Carlos Rodríguez Delgado;B01DZJFWNC;1
30/12/14;Luisa García Vásquez;B00K15Q2B0;2
30/12/14;Ana María Castro Salinas;B01KBH547A;1
30/12/14;Ana María Castro Chávez;B00K15Q2B0;1
30/12/14;Laura Flores Guzmán;B015YCRYZM;3
30/12/14;Carlos González Medina;B00K15Q2B0;2
30/12/14;Miguel Ángel Vega Torres;B016381QZA;2
30/12/14;Rafaela Cáceres Castro;B018IZ0SWI;3
30/12/14;Carla Fernández Mendoza;B016381QZA;1
30/12/14;Adrián Vega Ruiz;B016381QZA;4
30/12/14;Diego Morales Castro;B00J0O5J4Y;2
30/12/14;Ricardo Gómez Vargas;B01KBH547A;3
30/12/14;Silvia Ramírez Rivera;B01DZJFWNC;1
30/12/14;Eduardo Cáceres Salazar;B018IZ0SWI;2
30/12/14;Juan Carlos Rodríguez Huamán;B00F3J4B5S;2
30/12/14;Gabriela Rojas Huerta;B01EYT1URO;3
30/12/14;Verónica Quispe Rodríguez;B01KBH547A;3
30/12/14;Julio Vargas López;B00F3J4B5S;1
30/12/14;Valentina Torres Vega;B01DZJFWNC;3
30/12/14;Mariana Ruiz Cruz;B00J0O5J4Y;2
30/12/14;Luis Torres Medina;B01KBH547A;3
30/12/14;Andrés Ramos Silva;B015YCRYZM;1
30/12/14;Ana Paula Sánchez Vargas;B016B7INC2;2
30/12/14;Alejandro Ortega Salinas;B016B7INC2;3
30/12/14;Sofía Castro Valdez;B016381QZA;2
30/12/14;Lucía Pérez Guerra;B00NQGP42Y;2
30/12/14;Sebastián Salazar Peña;B00F3J4B5S;2
30/12/14;Carolina Espinoza Ramírez;B018IZ0SWI;1
30/12/14;Manuel Rojas Cárdenas;B018IZ0SWI;1
30/12/14;Gabriela Navarro Gómez;B018IZ0SWI;1
30/12/14;Andrés Soto Paredes;B00F3J4B5S;1
30/12/14;Víctor García Soto;B01LQV1YHO;2
30/12/14;Camila Paredes Delgado;B01KBH547A;3
30/12/14;Valeria Tapia Castro;B00K15Q2B0;2
30/12/14;Eduardo Morales Sánchez;B01EYT1URO;3
30/12/14;María Fernández Vásquez;B00K15Q2B0;1
30/12/14;Jorge Huamán Flores;B01EYT1URO;2
30/12/14;Daniela Chávez Paredes;B016B7INC2;1
30/12/14;José López Ramírez;B00K15Q2B0;1
30/12/14;Ana María Vargas Vega;B00NQGP42Y;1
30/12/14;Carlos Rivera Castro;B00F3J4B5S;3
30/12/14;Brenda Torres Sánchez;B016381QZA;4
30/12/14;Luis González López;B00F3J4B5S;3
30/12/14;Patricia Medina Vargas;B00F3J4B5S;1
30/12/14;Miguel García Huamán;B00F3J4B5S;6
30/12/14;Adriana Rodríguez Silva;B01DZJFWNC;2
30/12/14;Juan Pérez Torres;B00F3J4B5S;2
30/12/14;Sofía Castro Salinas;B01EYT1URO;3
30/12/14;Diego Morales López;B018IZ0SWI;2
30/12/14;Mariana Rojas Medina;B018IZ0SWI;1
30/12/14;Alejandro Soto Vásquez;B00J0O5J4Y;2
30/12/14;Valentina Vega Ruiz;B00K15Q2B0;1
30/12/14;Andrés Gómez Paredes;B00K15Q2B0;1
30/12/14;Gabriela Huamán Castro;B018IZ0SWI;2
30/12/14;Eduardo Torres López;B00K15Q2B0;3
30/12/14;Carla Medina Vargas;B01DZJFWNC;2
30/12/14;Ricardo García Huerta;B015YCRYZM;16
30/12/14;Laura Chávez Castro;B01DZJFWNC;2
30/12/14;Carlos González Ruiz;B018IZ0SWI;2
30/12/14;Silvia Castro López;B016B7INC2;2
30/12/14;Juan Carlos Rodríguez Medina;B00F3J4B5S;2
30/12/14;Luisa Fernández Vargas;B01KBH547A;4
30/12/14;José Morales Huamán;B016B7INC2;3
31/12/14;Ana Paula Rojas Torres;B01EYT1URO;1
31/12/14;Miguel Ángel Vega López;B01EYT1URO;1
31/12/14;Carla García Castro;B00F3J4B5S;4
1/1/15;Eduardo Castro Ruiz;B01EYT1URO;3
1/1/15;Gabriela Ramírez Vargas;B01KBH547A;3
2/1/15;Ricardo Gómez Medina;B00F3J4B5S;1
2/1/15;Laura Flores Salazar;B01LQV1YHO;3
2/1/15;Juan Carlos Rodríguez Delgado;B016381QZA;25
2/1/15;Luisa García Vásquez;B00F3J4B5S;22
3/1/15;Ana María Castro Salinas;B00K15Q2B0;3
3/1/15;Ana María Castro Chávez;B016381QZA;3
3/1/15;Laura Flores Guzmán;B016381QZA;1
4/1/15;Carlos González Medina;B01KBH547A;2
4/1/15;Miguel Ángel Vega Torres;B01DZJFWNC;2
5/1/15;Rafaela Cáceres Castro;B01KBH547A;1
5/1/15;Carla Fernández Mendoza;B015YCRYZM;3
5/1/15;Adrián Vega Ruiz;B00K15Q2B0;3
5/1/15;Diego Morales Castro;B018IZ0SWI;3
6/1/15;Ricardo Gómez Vargas;B015YCRYZM;2
6/1/15;Silvia Ramírez Rivera;B018IZ0SWI;3
6/1/15;Eduardo Cáceres Salazar;B00K15Q2B0;2
7/1/15;Juan Carlos Rodríguez Huamán;B01KBH547A;2
7/1/15;Gabriela Rojas Huerta;B01LQV1YHO;2
7/1/15;Verónica Quispe Rodríguez;B01KBH547A;23
7/1/15;Julio Vargas López;B018IZ0SWI;3
7/1/15;Valentina Torres Vega;B00NQGP42Y;3
8/1/15;Mariana Ruiz Cruz;B01EYT1URO;2
8/1/15;Luis Torres Medina;B01KBH547A;18
8/1/15;Andrés Ramos Silva;B00F3J4B5S;2
8/1/15;Ana Paula Sánchez Vargas;B016381QZA;2
9/1/15;Alejandro Ortega Salinas;B01KBH547A;16
10/1/15;Sofía Castro Valdez;B00F3J4B5S;1
10/1/15;Lucía Pérez Guerra;B016381QZA;3
10/1/15;Sebastián Salazar Peña;B00F3J4B5S;24
10/1/15;Carolina Espinoza Ramírez;B00K15Q2B0;13
10/1/15;Manuel Rojas Cárdenas;B01KBH547A;3
10/1/15;Gabriela Navarro Gómez;B018IZ0SWI;2
10/1/15;Andrés Soto Paredes;B00K15Q2B0;2
10/1/15;Víctor García Soto;B01DZJFWNC;3
12/1/15;Camila Paredes Delgado;B00J0O5J4Y;2
12/1/15;Valeria Tapia Castro;B01KBH547A;3
12/1/15;Eduardo Morales Sánchez;B00NQGP42Y;2
12/1/15;María Fernández Vásquez;B018IZ0SWI;3
13/1/15;Jorge Huamán Flores;B01KBH547A;2
13/1/15;Daniela Chávez Paredes;B016381QZA;22
13/1/15;José López Ramírez;B018IZ0SWI;3
13/1/15;Ana María Vargas Vega;B01LQV1YHO;3
13/1/15;Carlos Rivera Castro;B01KBH547A;2
14/1/15;Brenda Torres Sánchez;B016381QZA;2
14/1/15;Luis González López;B01EYT1URO;3
14/1/15;Patricia Medina Vargas;B00K15Q2B0;12
14/1/15;Miguel García Huamán;B00F3J4B5S;1
15/1/15;Adriana Rodríguez Silva;B01KBH547A;3
15/1/15;Juan Pérez Torres;B016381QZA;3
15/1/15;Sofía Castro Salinas;B00K15Q2B0;1
15/1/15;Diego Morales López;B015YCRYZM;1
15/1/15;Mariana Rojas Medina;B01EYT1URO;1
15/1/15;Alejandro Soto Vásquez;B00F3J4B5S;3
16/1/15;Valentina Vega Ruiz;B00K15Q2B0;2
16/1/15;Andrés Gómez Paredes;B01KBH547A;2
16/1/15;Gabriela Huamán Castro;B01KBH547A;3
16/1/15;Eduardo Torres López;B018IZ0SWI;2
17/1/15;Carla Medina Vargas;B018IZ0SWI;2
17/1/15;Ricardo García Huerta;B01EYT1URO;1
18/1/15;Laura Chávez Castro;B00K15Q2B0;14
18/1/15;Carlos González Ruiz;B018IZ0SWI;3
19/1/15;Silvia Castro López;B016381QZA;2
19/1/15;Juan Carlos Rodríguez Medina;B00F3J4B5S;1
19/1/15;Luisa Fernández Vargas;B00K15Q2B0;1
